parameter,value,instance,n,grid,seed,z_pdp,z_dapdp,spdp_pct,n_sorties,runtime_s
drone_speed_mph,25,6.5.1,3,5.0,1,1.24964820592203,0.9118271479913667,27.033292756292816,3,0.08155107498168945
drone_speed_mph,25,6.5.2,3,5.0,2,1.2550739612018689,0.9656277690450863,23.0620824831396,2,0.06159472465515137
drone_speed_mph,25,6.5.3,3,5.0,3,1.0416720883239565,0.8923435160207767,14.335468327988753,2,0.07001495361328125
drone_speed_mph,25,6.10.1,3,10.0,1,2.49929641184406,1.9498087444134256,21.98569424685426,2,0.09216094017028809
drone_speed_mph,25,6.10.2,3,10.0,2,2.5101479224037377,1.9312555380901726,23.0620824831396,2,0.04934501647949219
drone_speed_mph,25,6.10.3,3,10.0,3,2.083344176647913,1.7846870320415533,14.335468327988753,2,0.0635519027709961
drone_speed_mph,25,6.20.1,3,20.0,1,4.99859282368812,4.956625811226872,0.8395765356675522,1,0.024328947067260742
drone_speed_mph,25,6.20.2,3,20.0,2,5.0202958448074755,5.0202958448074755,0.0,0,0.02839183807373047
drone_speed_mph,25,6.20.3,3,20.0,3,4.166688353295826,4.123114791436034,1.0457600416725499,1,0.017133235931396484
drone_speed_mph,25,8.5.1,4,5.0,1,1.4104459642899232,1.1242581213633507,20.29059249147849,3,0.7978579998016357
drone_speed_mph,25,8.5.2,4,5.0,2,1.1918180699031642,1.177071572915857,1.2373110762203376,1,0.23760986328125
drone_speed_mph,25,8.5.3,4,5.0,3,1.3016597655321156,1.0391321649805167,20.168680595599277,3,0.37364673614501953
drone_speed_mph,25,8.10.1,4,10.0,1,2.8208919285798464,2.2485162427267014,20.29059249147849,3,0.445742130279541
drone_speed_mph,25,8.10.2,4,10.0,2,2.3836361398063284,2.354143145831714,1.2373110762203376,1,0.19089102745056152
drone_speed_mph,25,8.10.3,4,10.0,3,2.603319531064231,2.0793358623060856,20.127520364123043,3,0.2579677104949951
drone_speed_mph,25,8.20.1,4,20.0,1,5.641783857159693,5.6221208019008495,0.34852549754967876,1,0.18528199195861816
drone_speed_mph,25,8.20.2,4,20.0,2,4.767272279612657,4.724127736058933,0.9050153006412542,1,0.15054607391357422
drone_speed_mph,25,8.20.3,4,20.0,3,5.206639062128462,5.165112146659988,0.7975762285987731,1,0.054778099060058594
drone_speed_mph,35,6.5.1,3,5.0,1,1.24964820592203,0.9118271479913667,27.033292756292816,3,0.08084321022033691
drone_speed_mph,35,6.5.2,3,5.0,2,1.2550739612018689,0.9656277690450863,23.0620824831396,2,0.060828208923339844
drone_speed_mph,35,6.5.3,3,5.0,3,1.0416720883239565,0.8923435160207767,14.335468327988753,2,0.07138800621032715
drone_speed_mph,35,6.10.1,3,10.0,1,2.49929641184406,1.8236542959827333,27.033292756292816,3,0.09727811813354492
drone_speed_mph,35,6.10.2,3,10.0,2,2.5101479224037377,1.9312555380901726,23.0620824831396,2,0.06194305419921875
drone_speed_mph,35,6.10.3,3,10.0,3,2.083344176647913,1.7846870320415533,14.335468327988753,2,0.06937909126281738
drone_speed_mph,35,6.20.1,3,20.0,1,4.99859282368812,4.956625811226872,0.8395765356675522,1,0.03997492790222168
drone_speed_mph,35,6.20.2,3,20.0,2,5.0202958448074755,4.4196235516181215,11.964878400754674,2,0.03969097137451172
drone_speed_mph,35,6.20.3,3,20.0,3,4.166688353295826,3.905944386934187,6.257822622020481,1,0.03976607322692871
drone_speed_mph,35,8.5.1,4,5.0,1,1.4104459642899232,1.1242581213633507,20.29059249147849,3,0.44685912132263184
drone_speed_mph,35,8.5.2,4,5.0,2,1.1918180699031642,1.177071572915857,1.2373110762203376,1,0.22249817848205566
drone_speed_mph,35,8.5.3,4,5.0,3,1.3016597655321156,1.0391321649805167,20.168680595599277,3,0.6296939849853516
drone_speed_mph,35,8.10.1,4,10.0,1,2.8208919285798464,2.2485162427267014,20.29059249147849,3,0.5079400539398193
drone_speed_mph,35,8.10.2,4,10.0,2,2.3836361398063284,2.354143145831714,1.2373110762203376,1,0.1991868019104004
drone_speed_mph,35,8.10.3,4,10.0,3,2.603319531064231,2.0782643299610335,20.168680595599277,3,0.2937352657318115
drone_speed_mph,35,8.20.1,4,20.0,1,5.641783857159693,5.145256662891872,8.800890052491184,1,0.22950506210327148
drone_speed_mph,35,8.20.2,4,20.0,2,4.767272279612657,4.708286291663428,1.2373110762203376,1,0.20223784446716309
drone_speed_mph,35,8.20.3,4,20.0,3,5.206639062128462,4.92222585763838,5.462510481258809,2,0.15795683860778809
drone_speed_mph,50,6.5.1,3,5.0,1,1.24964820592203,0.9118271479913667,27.033292756292816,3,0.09254002571105957
drone_speed_mph,50,6.5.2,3,5.0,2,1.2550739612018689,0.9656277690450863,23.0620824831396,2,0.05953788757324219
drone_speed_mph,50,6.5.3,3,5.0,3,1.0416720883239565,0.8923435160207767,14.335468327988753,2,0.06986689567565918
drone_speed_mph,50,6.10.1,3,10.0,1,2.49929641184406,1.8236542959827333,27.033292756292816,3,0.08355712890625
drone_speed_mph,50,6.10.2,3,10.0,2,2.5101479224037377,1.9312555380901726,23.0620824831396,2,0.06161808967590332
drone_speed_mph,50,6.10.3,3,10.0,3,2.083344176647913,1.7846870320415533,14.335468327988753,2,0.06746697425842285
drone_speed_mph,50,6.20.1,3,20.0,1,4.99859282368812,3.899617488826851,21.98569424685426,2,0.06506800651550293
drone_speed_mph,50,6.20.2,3,20.0,2,5.0202958448074755,3.862511076180345,23.0620824831396,2,0.047440290451049805
drone_speed_mph,50,6.20.3,3,20.0,3,4.166688353295826,3.5693740640831066,14.335468327988753,2,0.06210207939147949
drone_speed_mph,50,8.5.1,4,5.0,1,1.4104459642899232,1.1242581213633507,20.29059249147849,3,0.6687469482421875
drone_speed_mph,50,8.5.2,4,5.0,2,1.1918180699031642,1.177071572915857,1.2373110762203376,1,0.2203519344329834
drone_speed_mph,50,8.5.3,4,5.0,3,1.3016597655321156,1.0391321649805167,20.168680595599277,3,0.620074987411499
drone_speed_mph,50,8.10.1,4,10.0,1,2.8208919285798464,2.2485162427267014,20.29059249147849,3,0.5113651752471924
drone_speed_mph,50,8.10.2,4,10.0,2,2.3836361398063284,2.354143145831714,1.2373110762203376,1,0.21478772163391113
drone_speed_mph,50,8.10.3,4,10.0,3,2.603319531064231,2.0782643299610335,20.168680595599277,3,0.30872106552124023
drone_speed_mph,50,8.20.1,4,20.0,1,5.641783857159693,4.497032485453403,20.29059249147849,3,0.4983818531036377
drone_speed_mph,50,8.20.2,4,20.0,2,4.767272279612657,4.708286291663428,1.2373110762203376,1,0.3535151481628418
drone_speed_mph,50,8.20.3,4,20.0,3,5.206639062128462,4.158671724612171,20.127520364123043,3,0.4482870101928711
drone_speed_mph,75,6.5.1,3,5.0,1,1.24964820592203,0.9118271479913667,27.033292756292816,3,0.08523702621459961
drone_speed_mph,75,6.5.2,3,5.0,2,1.2550739612018689,0.9656277690450863,23.0620824831396,2,0.0644071102142334
drone_speed_mph,75,6.5.3,3,5.0,3,1.0416720883239565,0.8923435160207767,14.335468327988753,2,0.06999993324279785
drone_speed_mph,75,6.10.1,3,10.0,1,2.49929641184406,1.8236542959827333,27.033292756292816,3,0.08148694038391113
drone_speed_mph,75,6.10.2,3,10.0,2,2.5101479224037377,1.9312555380901726,23.0620824831396,2,0.05917191505432129
drone_speed_mph,75,6.10.3,3,10.0,3,2.083344176647913,1.7846870320415533,14.335468327988753,2,0.06793808937072754
drone_speed_mph,75,6.20.1,3,20.0,1,4.99859282368812,3.6473085919654666,27.033292756292816,3,0.07710480690002441
drone_speed_mph,75,6.20.2,3,20.0,2,5.0202958448074755,3.862511076180345,23.0620824831396,2,0.058744192123413086
